storenum,OPENDATE,address,lat,long
2319,1/27/1999,"1250 S.W. ERIE STREET,Oak Harbor,WA,98277",48.2904263,-122.6640693
2320,5/29/1996,"901 ROW RIVER RD,Cottage Grove,OR,97424",43.79995,-123.042205
2326,11/1/1995,"1000 STATE ROUTE 36,Hornell,NY,14843",42.305111,-77.6565833
2329,10/17/1995,"555 EAST MAIN ST,Orange,MA,1364",42.589547,-72.283866
2330,1/29/1997,"116 FARMINGTON ROAD,Rochester,NH,3867",43.3341233,-71.0134062
2331,6/26/1996,"155 WATERFORD PARKWAY NO.,Waterford,CT,6385",41.3683004,-72.1607339
2333,8/28/1996,"20251 HWY 18,Apple Valley,CA,92307",34.525737,-117.222869
2334,9/25/1996,"2034 LINCOLN HWY EAST,East Lampeter,PA,17602",40.030112,-76.241321
2335,1/29/1997,"4198 NAKOOSA TRAIL,Madison (E),WI,53714",43.110821,-89.3126769
2336,5/29/1996,"300 COLONY PLACE,Plymouth,MA,2360",41.9550487,-70.7177653
2337,7/17/1996,"550 OLD FRANKLIN TURNPIKE,Rocky Mount,VA,24151",37.0136037,-79.8638113
2338,1/29/1997,"2640 CROSSING CIRCLE,Traverse City,MI,49684",44.7256136,-85.6346907
2339,4/24/1996,"2801 NORTHWESTERN AVE,West Lafayette,IN,47906",40.4573806,-86.9326081
2340,7/21/1999,"890 EAST MAIN STREET,Ephrata,PA,17522",40.1642977,-76.154346
2341,1/26/1998,"301 FALLS BLVD,Quincy,MA,2169",42.2370332,-70.9866786
2348,5/2/1995,"1231 FOLLY ROAD,James Island,SC,29412",32.720782,-79.968551
2350,7/25/1995,"485 EAST AIRPORT HWY,Wauseon,OH,43567",41.575194,-84.1363791
2352,12/30/1995,"2101 SECOND AVENUE SE,Cambridge,MN,55008",45.5713905,-93.2018044
2354,5/29/1996,"300 NORTH OPDYKE,Auburn Hills,MI,48326",42.639731,-83.247711
2355,1/3/1996,"5033 TRANSIT ROAD,Clarence,NY,14031",42.982811,-78.6939249
2357,8/28/1996,"20910 FREDERICK ROAD,Germantown,MD,20876",39.198588,-77.252018
2358,12/30/1995,"1180 M-32 WEST,Alpena,MI,49707",45.0638947,-83.4766078
2361,10/29/1996,"4572 MEGA STREET NORTHWEST,Canton,OH,44720",40.8713599,-81.4329757
2362,1/27/1999,"3606 MAYFIELD ROAD,Cleveland Heights,OH,44118",41.520456,-81.5484978
2365,1/26/2000,"500 ROUTE 940,Mount Pocono,PA,18344",41.1273078,-75.343613
2366,5/29/1996,"1470 S WASHINGTON ST,North Attleboro,MA,2760",41.9334465,-71.3503009
2367,8/13/1997,"1100 HILLSIDE AVENUE,Pine City,MN,55063",45.8191269,-92.970347
2368,1/29/1997,"355 LINCOLN AVE,East Stroudsburg,PA,18301",40.991014,-75.182565
2370,5/29/1996,"760 HOOSICK ROAD,Troy,NY,12180",42.7462229,-73.6406609
2371,1/23/1996,"844 NO. COLONY ROAD,Wallingford,CT,6492",41.477002,-72.810643
2373,6/26/1996,"840 POST ROAD,Warwick,RI,2888",41.7535336,-71.414528
2385,11/1/1995,"1425 SUPERMALL WAY,Auburn,WA,98001",47.297664,-122.25107
2386,10/17/1995,"352 PALMER ROAD,Ware,MA,1082",42.238074,-72.279761
2387,11/1/1995,"11110 CAUSEWAY BLVD,Brandon (W),FL,33511",27.925067,-82.324841
2388,11/1/1995,"1600 N MERIDIAN STREET,Portland,IN,47371",40.4477414,-84.9781956
2398,1/24/2001,"2200 WOODBURY AVE,Newington,NH,3801",43.1021765,-70.8084704
2399,3/14/2001,"300 KELLER ST.,Manchester,NH,3103",42.950527,-71.4389726
2400,2/20/1996,"85 RIVER TRACE LANE,Chillicothe,OH,45601",39.3331197,-82.9824019
2401,1/2/1996,"1600 S MOUNTAIN AVENUE,Duarte,CA,91010",34.1349262,-117.9863042
2402,11/1/1995,"2944 MOUNTAIN CITY HWY,Elko,NV,89801",40.839126,-115.7925879
2403,9/19/1995,"310 31ST AVENUE S.E.,Puyallup,WA,98374",47.1612322,-122.2893052
2412,5/21/1997,"3200 NORTH RIDGE ROAD,Ellicott City,MD,21043",39.282004,-76.820579
2417,1/29/1997,"1600 ANDERSON RD,Petoskey,MI,49770",45.3545949,-84.9709167
2418,1/22/2003,"4300 MISSOURI FLAT ROAD,Placerville,CA,95667",38.7055696,-120.8293418
2419,10/24/2001,"18922 REHOBOTH MALL BLVD,Rehoboth,DE,19971",38.72733,-75.1322101
2420,10/23/1996,"100 SARA WAY/ROSTRAVER SQUARE,Belle Vernon,PA,15012",40.1388788,-79.8465149
2421,7/25/1995,"2212 GLACIER DRIVE,St. Croix Falls,WI,54024",45.3965306,-92.6058535
2422,1/26/2000,"2295 GABLE ROAD,St. Helens,OR,97051",45.8478378,-122.8299145
2424,8/19/1998,"1134 WICKER STREET,Ticonderoga,NY,12883",43.85742,-73.434433
2426,11/1/1995,"5200 WEST POINTE PLAZA,Columbus (SW),OH,43228",39.9676389,-83.158129
2427,11/1/1995,"13739 N CENTRAL EXPRESSWAY,Dallas,TX,75243",32.93674,-96.752259
2447,1/29/1997,"2322 FERGUSON ROAD,Cincinnati (W),OH,45238",39.1285393,-84.5984137
2450,8/28/1996,"4420 MERIDIAN ST,Bellingham,WA,98226",48.8017628,-122.4819239
2452,3/14/2001,"401 EAST CAPITAL DRIVE,Milwaukee,WI,53212",43.0732715,-87.9089623
2453,6/26/1996,"2333 RENO HIGHWAY,Fallon,NV,89406",39.4761809,-118.806779
2455,4/2/1996,"701 SMELTER AVE N.E.,Great Falls,MT,59404",47.5248023,-111.2971129
2457,4/18/2001,"10655 FOLSOM BLVD,Rancho Cordova,CA,95670",38.5948109,-121.2915588
2458,1/29/1997,"1375 NORTH DAVIS ROAD,Salinas,CA,93907",36.70569,-121.668475
2459,4/23/1997,"4381 CATTLEMEN ROAD,Sarasota,FL,34233",27.293048,-82.450333
2460,1/29/1997,"751 NORTH DUAL HWY,Seaford,DE,19973",38.6293004,-75.5919796
2469,4/2/1996,"3715 OCEAN BEACH HWY,Longview,WA,98632",46.1546328,-122.9816142
2471,4/24/1996,"5900 BRITTON PARKWAY,Columbus (NW),OH,43016",40.073903,-83.138007
2472,8/13/1997,"4550 KESTER MILL ROAD,Winston-Salem,NC,27103",36.0675389,-80.33674
2474,7/17/1996,"R.R. #4, BOX 82,Keyser,WV,26726",39.4409277,-78.9739156
2475,8/28/1996,"1436 DOGWOOD DRIVE,Conyers,GA,30013",33.652161,-83.997013
2476,1/24/2001,"1700 S.E. MEADOWBROOK BLVD.,College Place,WA,99324",46.033356,-118.383551
2477,10/29/1996,"2125 N.W. STEWART PARKWAY,Roseburg,OR,97470",43.2352663,-123.3690897
2479,3/15/2000,"3412 COLLEGE AVE.,San Diego,CA,92115",32.7429112,-117.0520973
2480,6/17/1998,"777 OLD WILLOW AVE,Honesdale,PA,18431",41.5557903,-75.2254003
2481,9/10/1997,"3300 ROUTE 61 SOUTH,Shamokin,PA,17866",40.6475968,-76.187228
2482,10/29/1996,"1305 WEST MAIN,Mesa (W),AZ,85201",33.4148243,-111.8592836
2484,8/13/1997,"1005 WEST SUGARLAND HWY,Clewiston,FL,33440",26.756001,-80.948925
2485,7/23/1996,"476999 HIGHWAY 95 NORTH,Sandpoint,ID,83852",48.3077452,-116.5461249
2490,8/28/1996,"5150 ROE AVENUE,Roeland Park,KS,66205",39.0348925,-94.6398547
2491,8/28/1996,"4101 N VERMILION SUITE A,Danville,IL,61834",40.2017692,-87.6301788
2492,10/29/1996,"2203 S.W COURT PLACE,Pendleton,OR,97801",45.6652554,-118.8083757
2493,10/29/1996,"5859 28TH STREET,Kentwood,MI,49546",42.9130329,-85.5238344
2494,6/17/1998,"2100 VISTA WAY,Oceanside (W),CA,92054",33.1799629,-117.3476529
2495,5/20/1998,"13331 BEACH BLVD,Westminster,CA,92683",33.767516,-117.992894
2496,1/29/1997,"200 WATAUGA VILLAGE DRIVE,Boone,NC,28607",36.197335,-81.658227
2497,10/29/1997,"1236 ROUTE 22,Phillipsburg,NJ,8865",40.6811385,-75.147459
2502,1/21/2004,"100 COLONY LANE,Latrobe,PA,15650",40.283304,-79.383231
2503,1/26/2000,"1885 ROUTE 57 - SUITE 100,Hackettstown,NJ,7840",40.818227,-74.8404539
2504,1/27/1999,"601 FRANK STOTTILE BLVD,Kingston,NY,12401",41.9726126,-73.9851316
2505,8/28/1996,"5501 HWY 6,Missouri City,TX,77459",29.5746537,-95.5691732
2506,1/29/1997,"2600 STATE ROUTE 59,Kent,OH,44266",41.1579734,-81.2982729
2507,3/31/1999,"2220 SOUTH BRADLEY,Santa Maria,CA,93455",34.9199194,-120.4195608
2508,1/29/1997,"8300 W OVERLAND RD,Boise,ID,83709",43.5923068,-116.2847411
2509,10/29/1996,"1255 EAST CHESTNUT STREET,Chilton,WI,53014",44.016914,-88.152548
2510,10/29/1996,"8705 BLUMENSTEIN RD,Minocqua,WI,54548",45.8888275,-89.7203985
2511,1/29/1997,"949 WEST GRASSLAND DRIVE,American Fork,UT,84003",40.3746282,-111.7876361
2512,1/28/1997,"330 WEST BELL ROAD,Phoenix (N),AZ,85023",33.641458,-112.08
2513,1/29/1997,"270 WAL-MART WAY,Dahlonega,GA,30533",34.5386176,-83.9731407
2514,4/23/1997,"2132 OLD SNOW HILL ROAD,Pocomoke City,MD,21851",38.074306,-75.553996
2515,6/14/2000,"3721 EAST THOMAS ROAD,Phoenix,AZ,85018",33.4789996,-112.0008917
2516,10/29/1996,"743 RAINIER AVE. SOUTH,Renton,WA,98055",47.4720769,-122.2207593
2517,1/26/1998,"3600 WEST MCFADDEN AVENUE,Santa Ana,CA,92704",33.7373411,-117.915546
2518,3/19/2003,"700 MARKETPLACE BLVD,Hamilton,NJ,8620",40.1951597,-74.6403615
2519,9/10/1997,"698 SHREWSBURY COMMONS AVE,Shrewsbury,PA,17361",39.7687139,-76.679693
2520,1/26/1998,"125 WASHINGTON SQUARE PLAZA,Fredericksburg (E),VA,22405",38.284273,-77.438252
2522,10/1/1996,"601 NORTH LINCOLN,Escanaba,MI,49829",45.7524504,-87.0777574
2523,1/26/1998,"2595 EAST IMPERIAL HWY,Brea,CA,92821",33.91313,-117.8658287
2524,1/29/1997,"5502 MONTEREY RD,San Jose (S),CA,95138",37.2524818,-121.7969162
2526,1/26/2000,"19821 RINALDI STREET,Porter Ranch,CA,91326",34.277135,-118.566808
2527,9/15/1999,"951 AVENIDA PICO,San Clemente,CA,92673",33.4553299,-117.605853
2528,10/14/1998,"167 HOGAN BLVD.,Lock Haven,PA,17751",41.116313,-77.481166
2529,7/16/1997,"2021 LYNNHAVEN PARKWAY,Virginia Beach,VA,23456",36.794012,-76.122772
2530,1/29/1997,"1 RUTLAND PLAZA,Rutland,VT,5701",43.6127706,-72.9629301
2531,7/15/1998,"3133 EAST MAIN ST,Mohegan,NY,10547",41.3183372,-73.8592172
2532,7/16/1997,"2785 MILWAUKEE ROAD,Beloit,WI,53511",42.5252685,-88.9824648
2533,1/26/1998,"3767 GULF BREEZE PARKWAY,Gulf Breeze,FL,32563",30.389474,-87.065307
2534,5/21/1997,"3300 SOUTH OATES STREET,Dothan (S),AL,36301",31.178992,-85.404002
2535,4/18/2001,"500 TERRY RICH BLVD,Saint Clair,PA,17970",40.7278421,-76.1934498
2536,1/29/1997,"1110 EAST PROSPERITY AVE,Tulare,CA,93274",36.2258513,-119.3300168
2537,1/29/1997,"1515 DANA DRIVE,Redding,CA,96003",40.5837373,-122.3435063
2538,6/18/1997,"1040 GREEN ACRES ROAD,Eugene,OR,97408",44.090938,-123.093576
2539,6/18/1997,"15727 EAST BROADWAY,Spokane (E),WA,99037",47.666293,-117.191033
2540,10/15/1997,"PERKINS RD/RURAL RT #3 BOX 181,Clarion,PA,16214",41.1678894,-79.3578201
2541,10/29/1997,"2700 WEST STATE STREET,Alliance,OH,44601",40.900509,-81.16094
2542,5/21/1997,"1720 NORTH PERRY STREET,Ottawa,OH,45875",41.034626,-84.035068
2543,8/19/1998,"1201 OAK STREET,Pittston,PA,18640",41.3056292,-75.7649881
2544,10/29/1997,"6087 U.S. HIGHWAY 6,Portage,IN,46368",41.5522599,-87.169756
2545,1/26/1998,"2700 ROOSEVELT ROAD,Marinette,WI,54143",45.0572469,-87.6584007
2546,1/26/1998,"2300 NORTH TUSTIN STREET,Orange,CA,92865",33.8268749,-117.8361416
2547,4/21/1999,"41 ANAWANA LAKE ROAD,Town of Thompson,NY,12701",41.6543833,-74.663464
2548,7/19/2000,"28402 U.S. HWY 119 NO,South Williamson,KY,41503",38.8029428,-81.2244293
2549,3/20/2002,"9212 NORTH COLTON STREET,Spokane (N),WA,99218",47.7415228,-117.4027988
2550,10/14/1998,"221 N.E. 104TH AVE.,Vancouver (E),WA,98664",45.6233541,-122.5614789
2551,5/16/2001,"209 EAST RIDGEVILLE BLVD,Mount Airy,MD,21771",39.3670302,-77.1625172
2569,3/17/1999,"461 RT 10 LEDGEWOOD MALL #29,Ledgewood,NJ,7852",40.874551,-74.6493982
2570,9/10/1997,"655 FARMINGTON AVE,New Britain,CT,6053",41.6958234,-72.7911354
2571,3/24/1999,"1900 SOUTH 314TH STREET,Federal Way,WA,98003",47.321211,-122.309544
2572,1/26/1998,"990 WEST EMMITT AVENUE,Waverly,OH,45690",39.123094,-82.9912364
2574,8/14/2002,"60 NOBLE BLVD,Carlisle,PA,17013",40.1908651,-77.1913816
2575,1/26/2000,"3900 DAVE WARD DRIVE,Conway,AR,72034",35.073016,-92.495313
2576,8/19/1998,"100 NITRO MARKETPLACE,Nitro,WV,25143",38.4114244,-81.8078662
2577,1/27/1999,"110 SHAWAN ROAD,Hunt Valley,MD,21030",39.4958006,-76.6551818
2579,1/26/1998,"510 LINDEN STREET,Chadron,NE,69337",42.8287561,-103.0231715
2580,1/27/1999,"1415 SUNSET AVENUE,Clinton,NC,28328",34.992497,-78.3518409
2581,7/16/1997,"3667 WEST GENESEE STREET,Camillus,NY,13219",43.0469942,-76.2384629
2582,3/26/1997,"ROUTE 513 AND I-78,Clinton,NJ,8809",40.6696851,-74.895579
2583,10/29/1997,"1123 JERUSALEM AVENUE,UnionDale,NY,11553",40.6941245,-73.5780355
2584,10/28/1998,"4375 LAWRENCEVILLE HWY,Tucker,GA,30084",33.856259,-84.205116
2585,4/17/2002,"150 BARNUM AVENUE CUTOFF,Stratford,CT,6614",41.2008522,-73.1190065
2586,1/26/1998,"100 THRUWAY PLAZA,Cheektowaga,NY,14225",42.9065113,-78.7806526
2587,10/29/1997,"204 SOUTH ROCKWOOD,Cabot,AR,72023",34.978699,-92.039847
2588,1/27/1999,"100 WAL-MART DRIVE,North Versailles,PA,15137",40.385699,-79.822688
2591,8/19/1998,"151 SW 184 AVENUE,Pembroke Pines,FL,33029",26.005863,-80.389239
2592,1/26/1998,"1807 WEST CRAIG ROAD,North Las Vegas,NV,89032",36.237263,-115.168092
2599,3/18/1998,"5555 DE ZAVALA ROAD,San Antonio,TX,78249",29.563155,-98.595375
2600,10/27/1999,"100 THF BLVD,Chesterfield,MO,63005",38.666203,-90.591824
2603,1/26/2000,"300 WAL-MART DRIVE,Gibsonia,PA,15044",40.622843,-79.945825
2604,1/26/2000,"26 HAMPTON HOUSE RD/ROUTE 206,Newton,NJ,7860",40.4674604,-74.6627479
2605,5/20/1998,"2145 EASTERN AVENUE,Gallipolis,OH,45631",38.8233406,-82.1728423
2606,1/26/1998,"721 US HWY 321 BYPASS UNIT 1,Winnsboro,SC,29180",34.3752985,-81.1011536
2607,1/26/1998,"170 HERITAGE LANE,Polson,MT,59860",47.686092,-114.121033
2608,1/26/1998,"3205 STOWER STREET,Miles City,MT,59301",46.4025561,-105.8170125
2609,3/15/2000,"2770 CARSON STREET,Lakewood,CA,90712",33.8322568,-118.1575367
2610,10/29/1997,"77 NORMAN MORGAN BLVD,Logan,WV,25601",37.849779,-81.9919099
2619,1/27/1999,"910 JOE MANN BLVD.,Midland,MI,48642",43.6596497,-84.2359708
2620,1/27/1999,"1618 WEST M 43,Hastings,MI,49058",42.6626802,-85.2907609
2621,4/21/1999,"255 COCHRAN STREET,Simi Valley,CA,93065",34.28297,-118.792213
2626,8/19/1998,"6868 U.S. HWY 129,Live Oak,FL,32060",30.3243125,-82.9642168
2627,1/26/2000,"2701 EAST FLETCHER AVE.,University West,FL,33612",28.0691218,-82.4285807
2628,1/27/1999,"4051 NICHOLASVILLE ROAD,Lexington (SW),KY,40503",37.978862,-84.531194
2629,10/29/1997,"1161 PROVIDENCE ROAD,Whitinsville,MA,1588",42.1241527,-71.6476819
2630,9/16/1998,"1100 NORTH FIRST ST.,Jesup,GA,31545",31.6169685,-81.8742693
2631,1/27/1999,"13507 MIDDLEBELT,Livonia,MI,48150",42.381521,-83.335149
2633,10/28/1998,"1303 CENTENNIAL AVE.,Piscataway,NJ,8854",40.5540581,-74.4407959
2636,1/30/2002,"8230 TALBERT AVENUE,Huntington Beach,CA,92646",33.700254,-117.986294
2637,10/11/2000,"288 LARKIN,Monroe,NY,10950",41.316642,-74.148807
2638,10/14/1998,"12504 U.S. 60,Ashland (S),KY,41102",38.4374645,-82.6876179
2639,1/26/1998,"1458 LAKE SHORE ROAD,Gilford,NH,3249",43.5667163,-71.4387957
2640,3/18/1998,"450 HIGHLAND AVENUE,Salem,MA,1970",42.4932735,-70.9343321
2641,7/18/2001,"1091 MILLCREEK ROAD,Allentown,PA,18106",40.5533009,-75.5798434
2642,1/27/1999,"7835 150TH ST. WEST,Apple Valley,MN,55124",44.733789,-93.224943
2643,9/14/2005,"10240 HUDSON ROAD,Woodbury,MN,55129",44.945061,-92.8978
2644,1/27/1999,"5825 BROCKWAY ROAD,Saginaw,MI,48603",43.435289,-84.031923
2645,7/15/1998,"1451 SOUTH MAIN STREET,Blackstone,VA,23824",37.0653191,-78.0051573
2646,9/16/1998,"160 KINTER WAY,Pearisburg,VA,24134",37.327932,-80.7088254
2647,1/27/1999,"461 WEST RESERVOIR ROAD,Woodstock,VA,22664",38.8722235,-78.5291215
2648,3/17/1999,"1919 DAVIS STREET,San Leandro,CA,94577",37.71657,-122.177337
2649,1/26/2000,"1635 MARKET PLACE BLVD.,Irving,TX,75063",32.9193929,-96.9678917
2650,3/18/1998,"#1 FRANKLIN MILLS BLVD,Philadelphia (NE),PA,19154",40.082632,-74.9659505
2651,10/28/1998,"100 NO. MAIN STREET,Manville,NJ,8835",40.5424891,-74.587307
2652,3/17/1999,"1000 ROBERTS DRIVE,Grants,NM,87020",35.1247004,-107.825768
2653,7/15/1998,"1604 EAST SPRUCE STREET,Portales,NM,88130",34.1998603,-103.333903
2654,1/27/1999,"1650 EDMONTON ROAD,Tompkinsville,KY,42167",36.7267991,-85.6874396
2656,1/27/1999,"1610 NO. RIVERSIDE DRIVE,Espanola,NM,87532",36.0153281,-106.0671199
2660,9/23/1998,"72 MAIN STREET,North Reading,MA,1864",42.570935,-71.112819
2662,9/16/1998,"313 WEST THACKER ROAD,Covington,VA,24426",37.7702465,-79.9914682
2663,1/27/1999,"300 WALMART DRIVE,Ebensburg,PA,15931",40.4739808,-78.7488911
2664,6/19/2002,"21920 ROUTE #119,Punxsutawney,PA,15767",40.9296888,-78.9826675
2665,8/18/1999,"167 NORTHSHORE BLVD.,Slidell,LA,70460",30.3055453,-89.8258721
2666,3/17/1999,"3579 S. HIGH ST (US 23),Columbus,OH,43207",39.8893397,-83.0013935
2667,10/28/1998,"7401 SAMUELL BLVD,Dallas (E),TX,75228",32.792543,-96.686606
2668,10/28/1998,"3049 SOUTH OAKES ROAD,Racine,WI,53177",42.6973337,-87.8699876
2671,8/24/2005,"1175 SOUTH ARIZONA AVENUE,Chandler (S),AZ,85248",33.2893269,-111.8384154
2672,10/14/1998,"1432 EAST OLIVE,Lamar,CO,81052",38.0884894,-102.6033042
2674,10/13/1999,"45 WILLIAMSON ROAD,Greenville,PA,16125",41.4144125,-80.3598211
2678,3/17/1999,"316 INDIAN RIDGE ROAD,Mishawaka,IN,46545",41.712833,-86.182659
2679,3/17/1999,"175 COUNTRY ROAD #6 WEST,Elkhart,IN,46514",41.7098083,-85.9746357
2680,3/17/1999,"3701 PORTAGE ROAD,South Bend,IN,46628",41.7275116,-86.2923932
2681,10/14/1998,"615 MEADOW STREET,Littleton,NH,3561",44.2967617,-71.8041156
2682,1/27/1999,"282 BERLIN MALL ROAD UNIT #1,Berlin,VT,5602",44.21693,-72.565022
2683,1/26/2000,"337 RUSSELL STREET,Hadley,MA,1035",42.3564396,-72.5533892
2684,1/27/1999,"1142 SOUTH BRIDGE STREET,New Martinsville,WV,26155",39.6557292,-80.8581282
2687,9/16/1998,"14055 EAST WADE HAMPTON BLVD.,Greer,SC,29650",34.94383,-82.205654
2688,10/28/1998,"6801 SOUTH BROADWAY,Tyler,TX,75703",32.2754937,-95.3069136
2690,10/28/1998,"8650 MADISON BLVD.,Madison,AL,35758",34.6818278,-86.7394065
2691,6/19/2002,"2910 GRANT LINE ROAD,New Albany,IN,47150",38.3196233,-85.8201177
2692,3/20/2002,"45400 MARKETPLACE BLVD,Mount Clemens,MI,48051",42.634264,-82.8525949
2693,1/23/2002,"3700 OWEN ROAD,Fenton,MI,48430",42.7914905,-83.7449599
2694,5/17/2000,"1202 SO. KIRKWOOD ROAD,Kirkwood,MO,63122",38.562556,-90.4034137
2695,1/27/2006,"1450 Johns Lake Rd,Clermont,FL,34711",28.5296325,-81.7309825
2696,1/27/1999,"11 HARNESS ROAD,Moorefield,WV,26836",39.0850188,-78.9586694
2697,1/26/2000,"4893 LONE TREE WAY,Antioch,CA,94509",37.963098,-121.762029
2700,8/18/1999,"9190 HIGHLAND ROAD,White Lake,MI,48386",42.656954,-83.4677863
2702,1/27/1999,"1102 NORTH MASSEY BLVD.,Nixa,MO,65714",37.0602544,-93.3033435
2703,1/27/1999,"2014 SOUTH IRBY STREET,Florence (S),SC,29505",34.1563165,-79.7678526
2704,3/17/1999,"1021 HIGH POINT ROAD,Randleman,NC,27317",35.8227402,-79.8219533
2705,1/27/1999,"1500 ARMORY DRIVE,Franklin,VA,23851",36.6674925,-76.9541278
2706,1/26/2000,"1501 MANHATTAN BLVD,Gretna,LA,70058",29.8954079,-90.0576909
2708,10/28/2003,"32225 HIGHWAY 79 SOUTH,Temecula,CA,92590",33.4823828,-117.0929987
2712,1/26/2000,"541 SEABOARD ST,Myrtle Beach,SC,29577",33.703159,-78.911726
2713,5/17/2000,"5919 TRUSSVILLE CROSSINGS PKWY,Trussville,AL,35235",33.639427,-86.6290159
2714,8/18/1999,"500 11TH ST. S.W.,Spencer,IA,51301",43.1265873,-95.152161
2715,5/19/1999,"3615 SANGANI BLVD,Diberville,MS,39540",30.456851,-88.895037
2716,6/16/1999,"3601 29TH AVENUE S.W.,Cedar Rapids,IA,52404",41.947377,-91.718323
2717,8/18/1999,"5901 HWY 49 SOUTH,Hattiesburg,MS,39402",31.308496,-89.320722
2718,10/27/1999,"9555 SO. POST OAK ROAD,Houston,TX,77096",29.6768431,-95.4581928
2719,1/24/2001,"1400 FARMINGTON AVENUE,Bristol,CT,6010",41.6989015,-72.8966492
2720,7/16/2003,"127 GRAND VIEW BLVD,Madison,MS,39110",32.4668214,-90.1344141
2723,9/15/1999,"690 HIGHWAY 78,Sumiton,AL,35148",33.7202984,-86.9910939
2724,9/15/1999,"1107 SOUTH SHAVER STREET,Pasadena,TX,77506",29.693038,-95.2104083
2725,1/26/2000,"8659 COLUMBUS PIKE,Columbus,OH,43035",40.165095,-83.016656
2726,1/26/2000,"2793 TAYLOR ROAD S.W.,Columbus,OH,43068",39.9368839,-82.7824871
2727,10/27/1999,"33501 SO. DIXIE HWY.,Florida City,FL,33034",25.457617,-80.47227
2728,8/18/1999,"4625 EAST MARYLAND AVE.,Decatur,IL,62521",39.8199226,-88.8842288
2740,10/11/2000,"19910 BRUCE B. DOWNS ROAD,Tampa,FL,33647",28.155306,-82.355852
2747,1/23/2002,"650 BALD HILL ROAD,Warwick (W),RI,2886",41.71922,-71.484029
2748,7/21/2004,"170 FORT MORGAN ROAD,Gulf Shores,AL,36542",30.2294064,-88.008215
2749,1/26/2000,"2514 HALLTOWN ROAD,Spruce Pine,NC,28777",35.870738,-82.044364
2751,9/20/2000,"601 ENGLEWOOD PKWY,Englewood,CO,80110",39.6566714,-104.9947078
2752,10/27/1999,"5990 DAHLIA ST.,Commerce City,CO,80022",39.804571,-104.928796
2753,5/17/2000,"1455 HWY 441 SOUTH,Clayton,GA,30525",34.8597161,-83.4047031
2754,10/27/1999,"1500 NORTH LIBERTY ST.,Waynesboro,GA,30830",33.1041207,-82.0237713
2755,9/15/1999,"5341 LAKELAND DRIVE,Brandon (Flowood),MS,39047",32.351163,-90.024005
2756,3/20/2002,"1811 MONOCACY BLVD,Frederick (N),MD,21701",39.446028,-77.3872447
2758,10/30/2002,"683 TENNEY MOUNTAIN HIGHWAY,Plymouth,NH,3264",43.7692034,-71.7162609
2760,9/15/1999,"4206 COLLEGE AVENUE,Jackson,AL,36545",31.5365009,-87.8880962
2761,6/14/2000,"13320 G.C. PEERY HWY,Claypool Hill,VA,24637",37.0680615,-81.7308626
2762,8/18/1999,"7373 PEPPERS FERRY BLVD,Radford,VA,24141",37.152071,-80.584211
2764,3/15/2000,"3501 8TH STREET S.W.,Altoona,IA,50009",41.646292,-93.504792
2766,1/26/2000,"15355 NORTH NORTHSIGHT BLVD.,Scottsdale,AZ,85260",33.623381,-111.893789
2767,1/21/2004,"4505 EAST MCKELLIPS ROAD,Mesa,AZ,85215",33.449572,-111.733629
2768,10/27/1999,"1955 SO. STAPLEY DRIVE,Mesa,AZ,85204",33.380488,-111.80348
2771,3/15/2000,"1088 WEST BROADWAY,Monticello,IN,47960",40.7451687,-86.7803808
2772,1/26/2000,"1675 NORTH HOWE STREET,Southport,NC,28461",33.943221,-78.032214
2784,1/26/2000,"3620 NORTH 6TH STREET,Beatrice,NE,68310",40.3038101,-96.7467715
2786,1/21/2004,"9500 EAST US HIGHWAY 36,Avon,IN,46123",39.7636885,-86.349259
2787,3/15/2000,"7325 NORTH KEYSTONE AVE.,Indianapolis,IN,46240",39.887681,-86.1194019
2788,1/26/2000,"400 WEST NORTHFIELD DRIVE,Brownsburg,IN,46112",39.859108,-86.396044
2789,1/24/2001,"3200 OLD BOYNTON ROAD,Boynton Beach (E),FL,33436",26.5318158,-80.095315
2791,8/16/2000,"4 COLLEGE PARK LANE,Georgetown,DE,19947",38.7027,-75.40421
2792,9/15/1999,"100 MCGINNIS DRIVE,Wayne,WV,25570",38.256806,-82.42992
2793,1/26/2000,"1130 SOUTH MAIN STREET,Kernersville,NC,27284",36.107055,-80.101594
2794,8/16/2000,"777 N MAIN,Ephraim,UT,84627",39.3724927,-111.5870607
2795,6/18/2003,"145 HILL CARTER PKWY,Ashland,VA,23005",37.7495698,-77.4633527
2796,10/24/2001,"3801 TAMPA ROAD,Oldsmar,FL,34677",28.044105,-82.674499
2797,9/15/1999,"100 CHARLTON ROAD,Sturbridge,MA,1566",42.1245993,-72.0592582
2799,10/25/2000,"8745 BRANCH AVENUE,Clinton,MD,20735",38.7741246,-76.8870768
2803,5/17/2000,"2200 WEST DANFORTH ROAD,Edmond,OK,73003",35.6674485,-97.5125841
2804,7/19/2000,"1801 BELLE ISLE BLVD,Oklahoma City,OK,73118",35.525992,-97.5382733
2805,1/26/2000,"303 MARKET DRIVE,Emporia,VA,23847",36.7028898,-77.5438944
2806,10/13/1999,"4000 HWY #9,Boiling Springs,SC,29316",35.05202,-81.985817
2807,1/26/2000,"2160 JOHN WAYLAND HWY,Harrisonburg,VA,22801",38.433396,-78.9103421
2808,5/17/2000,"12200 CHATTANOOGA PLAZA,Chesterfield,VA,23112",37.431465,-77.621143
